code_module,code_presentation,id_student,final_result,module_presentation_length,boundary_day
AAA,2013J,167906,Pass,268,67
AAA,2013J,168936,Pass,268,67
AAA,2013J,172112,Pass,268,67
AAA,2013J,172797,Pass,268,67
AAA,2013J,174782,Pass,268,67
AAA,2013J,175392,Pass,268,67
AAA,2013J,175932,Pass,268,67
AAA,2013J,175991,Fail,268,67
AAA,2013J,180753,Pass,268,67
AAA,2013J,181316,Withdrawn,268,67
AAA,2013J,183096,Pass,268,67
AAA,2013J,183947,Pass,268,67
AAA,2013J,184271,Pass,268,67
AAA,2013J,185439,Fail,268,67
AAA,2013J,186149,Pass,268,67
AAA,2013J,187100,Distinction,268,67
AAA,2013J,188278,Withdrawn,268,67
AAA,2013J,189879,Pass,268,67
AAA,2013J,192183,Pass,268,67
AAA,2013J,195262,Withdrawn,268,67
AAA,2013J,200860,Pass,268,67
AAA,2013J,202635,Withdrawn,268,67
AAA,2013J,205350,Pass,268,67
AAA,2013J,205719,Fail,268,67
AAA,2013J,227499,Distinction,268,67
AAA,2013J,227517,Fail,268,67
AAA,2013J,228082,Pass,268,67
AAA,2013J,228222,Pass,268,67
AAA,2013J,229179,Pass,268,67
AAA,2013J,229361,Pass,268,67
AAA,2013J,231554,Pass,268,67
AAA,2013J,235507,Withdrawn,268,67
AAA,2013J,236284,Pass,268,67
AAA,2013J,238007,Pass,268,67
AAA,2013J,240712,Pass,268,67
AAA,2013J,240884,Pass,268,67
AAA,2013J,241649,Pass,268,67
AAA,2013J,241729,Fail,268,67
AAA,2013J,242793,Pass,268,67
AAA,2013J,246834,Pass,268,67
AAA,2013J,248270,Pass,268,67
AAA,2013J,255548,Pass,268,67
AAA,2013J,256815,Pass,268,67
AAA,2013J,258392,Pass,268,67
AAA,2013J,258894,Pass,268,67
AAA,2013J,260355,Withdrawn,268,67
AAA,2013J,262011,Pass,268,67
AAA,2013J,262934,Pass,268,67
AAA,2013J,268073,Fail,268,67
AAA,2013J,268733,Withdrawn,268,67
AAA,2013J,271251,Pass,268,67
AAA,2013J,277880,Withdrawn,268,67
AAA,2013J,279572,Distinction,268,67
AAA,2013J,281022,Pass,268,67
AAA,2013J,281250,Fail,268,67
AAA,2013J,281589,Fail,268,67
AAA,2013J,282821,Pass,268,67
AAA,2013J,286488,Pass,268,67
AAA,2013J,287548,Pass,268,67
AAA,2013J,290201,Pass,268,67
AAA,2013J,290757,Pass,268,67
AAA,2013J,291334,Distinction,268,67
AAA,2013J,292923,Withdrawn,268,67
AAA,2013J,293699,Pass,268,67
AAA,2013J,294570,Pass,268,67
AAA,2013J,294594,Pass,268,67
AAA,2013J,295741,Fail,268,67
AAA,2013J,296332,Distinction,268,67
AAA,2013J,298696,Pass,268,67
AAA,2013J,300398,Pass,268,67
AAA,2013J,302302,Fail,268,67
AAA,2013J,305152,Fail,268,67
AAA,2013J,305386,Pass,268,67
AAA,2013J,305539,Withdrawn,268,67
AAA,2013J,306107,Pass,268,67
AAA,2013J,306466,Pass,268,67
AAA,2013J,306897,Pass,268,67
AAA,2013J,307061,Pass,268,67
AAA,2013J,307866,Pass,268,67
AAA,2013J,311917,Pass,268,67
AAA,2013J,312537,Distinction,268,67
AAA,2013J,312782,Pass,268,67
AAA,2013J,318933,Pass,268,67
AAA,2013J,319047,Pass,268,67
AAA,2013J,321942,Pass,268,67
AAA,2013J,324002,Pass,268,67
AAA,2013J,324084,Pass,268,67
AAA,2013J,324282,Pass,268,67
AAA,2013J,331358,Withdrawn,268,67
AAA,2013J,332789,Pass,268,67
AAA,2013J,333059,Pass,268,67
AAA,2013J,333323,Pass,268,67
AAA,2013J,334259,Fail,268,67
AAA,2013J,334333,Withdrawn,268,67
AAA,2013J,335764,Withdrawn,268,67
AAA,2013J,336207,Pass,268,67
AAA,2013J,339972,Pass,268,67
AAA,2013J,341872,Fail,268,67
AAA,2013J,342007,Withdrawn,268,67
AAA,2013J,342514,Pass,268,67
AAA,2013J,342972,Pass,268,67
AAA,2013J,343446,Pass,268,67
AAA,2013J,344282,Fail,268,67
AAA,2013J,345068,Pass,268,67
AAA,2013J,345357,Distinction,268,67
AAA,2013J,346025,Pass,268,67
AAA,2013J,346843,Fail,268,67
AAA,2013J,350188,Pass,268,67
AAA,2013J,354858,Withdrawn,268,67
AAA,2013J,357668,Fail,268,67
AAA,2013J,364177,Fail,268,67
AAA,2013J,365244,Pass,268,67
AAA,2013J,365642,Pass,268,67
AAA,2013J,366483,Pass,268,67
AAA,2013J,368194,Pass,268,67
AAA,2013J,368824,Fail,268,67
AAA,2013J,368963,Pass,268,67
AAA,2013J,376439,Distinction,268,67
AAA,2013J,376581,Pass,268,67
AAA,2013J,380953,Pass,268,67
AAA,2013J,383254,Pass,268,67
AAA,2013J,386924,Pass,268,67
AAA,2013J,386952,Pass,268,67
AAA,2013J,388722,Pass,268,67
AAA,2013J,388885,Pass,268,67
AAA,2013J,390890,Withdrawn,268,67
AAA,2013J,392756,Fail,268,67
AAA,2013J,392931,Pass,268,67
AAA,2013J,393207,Pass,268,67
AAA,2013J,396872,Pass,268,67
AAA,2013J,398552,Fail,268,67
AAA,2013J,401869,Pass,268,67
AAA,2013J,402470,Pass,268,67
AAA,2013J,404804,Pass,268,67
AAA,2013J,405088,Pass,268,67
AAA,2013J,405961,Withdrawn,268,67
AAA,2013J,414117,Pass,268,67
AAA,2013J,415969,Withdrawn,268,67
AAA,2013J,420087,Fail,268,67
AAA,2013J,429958,Pass,268,67
AAA,2013J,441018,Pass,268,67
AAA,2013J,441888,Pass,268,67
AAA,2013J,442442,Withdrawn,268,67
AAA,2013J,444677,Distinction,268,67
AAA,2013J,470588,Withdrawn,268,67
AAA,2013J,489455,Pass,268,67
AAA,2013J,494424,Fail,268,67
AAA,2013J,495284,Pass,268,67
AAA,2013J,498857,Pass,268,67
AAA,2013J,508818,Pass,268,67
AAA,2013J,512460,Pass,268,67
AAA,2013J,544103,Pass,268,67
AAA,2013J,550383,Pass,268,67
AAA,2013J,564450,Fail,268,67
AAA,2013J,568601,Withdrawn,268,67
AAA,2013J,572652,Pass,268,67
AAA,2013J,580389,Pass,268,67
AAA,2013J,581129,Fail,268,67
AAA,2013J,588775,Pass,268,67
AAA,2013J,591774,Pass,268,67
AAA,2013J,603861,Withdrawn,268,67
AAA,2013J,606143,Fail,268,67
AAA,2013J,704156,Pass,268,67
AAA,2013J,705379,Distinction,268,67
AAA,2013J,721259,Withdrawn,268,67
AAA,2013J,749412,Pass,268,67
AAA,2013J,760729,Distinction,268,67
AAA,2013J,905042,Pass,268,67
AAA,2013J,949618,Pass,268,67
AAA,2013J,958987,Pass,268,67
AAA,2013J,968578,Pass,268,67
AAA,2013J,969076,Withdrawn,268,67
AAA,2013J,971027,Pass,268,67
AAA,2013J,978739,Pass,268,67
AAA,2013J,1035023,Pass,268,67
AAA,2013J,1105478,Pass,268,67
AAA,2013J,1352868,Withdrawn,268,67
AAA,2013J,1401935,Fail,268,67
AAA,2013J,1402638,Pass,268,67
AAA,2013J,1414443,Fail,268,67
AAA,2013J,1456619,Withdrawn,268,67
AAA,2013J,1465690,Pass,268,67
AAA,2013J,1472925,Fail,268,67
AAA,2013J,1488959,Pass,268,67
AAA,2013J,1518989,Pass,268,67
AAA,2013J,1618738,Pass,268,67
AAA,2013J,1620151,Fail,268,67
AAA,2013J,1626710,Distinction,268,67
AAA,2013J,1640609,Pass,268,67
AAA,2013J,1686521,Withdrawn,268,67
AAA,2013J,1729319,Pass,268,67
AAA,2013J,1746134,Pass,268,67
AAA,2013J,1758449,Withdrawn,268,67
AAA,2013J,1763015,Withdrawn,268,67
AAA,2013J,1765788,Pass,268,67
AAA,2013J,1801229,Pass,268,67
AAA,2013J,1801641,Pass,268,67
AAA,2013J,1847830,Pass,268,67
AAA,2013J,1860318,Pass,268,67
AAA,2013J,1889511,Pass,268,67
AAA,2013J,1889577,Pass,268,67
AAA,2013J,1894188,Pass,268,67
AAA,2013J,1938355,Pass,268,67
AAA,2013J,1942396,Pass,268,67
AAA,2013J,1970390,Withdrawn,268,67
AAA,2013J,1976139,Pass,268,67
AAA,2013J,2011876,Pass,268,67
AAA,2013J,2012966,Pass,268,67
AAA,2013J,2051699,Pass,268,67
AAA,2013J,2062879,Fail,268,67
AAA,2013J,2065691,Withdrawn,268,67
AAA,2013J,2073016,Withdrawn,268,67
AAA,2013J,2080474,Pass,268,67
AAA,2013J,2083877,Pass,268,67
AAA,2013J,2084066,Fail,268,67
AAA,2013J,2104505,Pass,268,67
AAA,2013J,2122180,Distinction,268,67
AAA,2013J,2139353,Withdrawn,268,67
AAA,2013J,2143752,Pass,268,67
AAA,2013J,2146792,Pass,268,67
AAA,2013J,2149225,Withdrawn,268,67
AAA,2013J,2153153,Pass,268,67
AAA,2013J,2155014,Pass,268,67
AAA,2013J,2164705,Fail,268,67
AAA,2013J,2171627,Pass,268,67
AAA,2013J,2182846,Pass,268,67
AAA,2013J,2194100,Pass,268,67
AAA,2013J,2197016,Pass,268,67
AAA,2013J,2208424,Pass,268,67
AAA,2013J,2229865,Pass,268,67
AAA,2013J,2255601,Withdrawn,268,67
AAA,2013J,2268379,Pass,268,67
AAA,2013J,2278464,Pass,268,67
AAA,2013J,2293923,Pass,268,67
AAA,2013J,2312620,Withdrawn,268,67
AAA,2013J,2318055,Withdrawn,268,67
AAA,2013J,2324976,Withdrawn,268,67
AAA,2013J,2329342,Pass,268,67
AAA,2013J,2339528,Distinction,268,67
AAA,2013J,2342426,Fail,268,67
AAA,2013J,2344901,Fail,268,67
AAA,2013J,2358056,Fail,268,67
AAA,2013J,2358969,Withdrawn,268,67
AAA,2013J,2364471,Pass,268,67
AAA,2013J,2365101,Withdrawn,268,67
AAA,2013J,2367155,Pass,268,67
AAA,2013J,2369266,Pass,268,67
AAA,2013J,2376496,Pass,268,67
AAA,2013J,2391984,Withdrawn,268,67
AAA,2013J,2411661,Fail,268,67
AAA,2013J,2411778,Withdrawn,268,67
AAA,2013J,2412002,Distinction,268,67
AAA,2013J,2412967,Pass,268,67
AAA,2013J,2429854,Withdrawn,268,67
AAA,2013J,2437837,Pass,268,67
AAA,2013J,2449878,Pass,268,67
AAA,2013J,2456480,Fail,268,67
AAA,2013J,2457256,Pass,268,67
AAA,2013J,2458355,Pass,268,67
AAA,2013J,2460080,Pass,268,67
AAA,2013J,2461190,Fail,268,67
AAA,2013J,2469673,Fail,268,67
AAA,2013J,2470694,Withdrawn,268,67
AAA,2013J,2479954,Pass,268,67
AAA,2013J,2481901,Pass,268,67
AAA,2013J,2482700,Pass,268,67
AAA,2013J,2486127,Pass,268,67
AAA,2013J,2498700,Pass,268,67
AAA,2013J,2516503,Pass,268,67
AAA,2013J,2518069,Pass,268,67
AAA,2013J,2521459,Pass,268,67
AAA,2013J,2523736,Pass,268,67
AAA,2013J,2529279,Pass,268,67
AAA,2013J,2532302,Pass,268,67
AAA,2013J,2536991,Distinction,268,67
AAA,2013J,2542724,Withdrawn,268,67
AAA,2013J,2550279,Pass,268,67
AAA,2013J,2551220,Pass,268,67
AAA,2013J,2552472,Withdrawn,268,67
AAA,2013J,2555340,Pass,268,67
AAA,2013J,2557283,Pass,268,67
AAA,2013J,2559575,Pass,268,67
AAA,2013J,2562034,Pass,268,67
AAA,2013J,2566163,Pass,268,67
AAA,2013J,2566592,Pass,268,67
AAA,2013J,2569324,Withdrawn,268,67
AAA,2013J,2574528,Pass,268,67
AAA,2013J,2574583,Pass,268,67
AAA,2013J,2576122,Withdrawn,268,67
AAA,2013J,2578995,Pass,268,67
AAA,2013J,2586560,Pass,268,67
AAA,2013J,2594139,Pass,268,67
AAA,2013J,2598871,Pass,268,67
AAA,2013J,2599352,Pass,268,67
AAA,2013J,2600688,Pass,268,67
AAA,2013J,2606098,Pass,268,67
AAA,2013J,2613116,Pass,268,67
AAA,2013J,2617002,Pass,268,67
AAA,2013J,2620584,Fail,268,67
AAA,2013J,2639449,Pass,268,67
AAA,2013J,2639540,Pass,268,67
AAA,2013J,2639641,Pass,268,67
AAA,2013J,2641155,Pass,268,67
AAA,2013J,2643002,Pass,268,67
AAA,2013J,2645733,Pass,268,67
AAA,2013J,2649826,Distinction,268,67
AAA,2013J,2650282,Pass,268,67
AAA,2013J,2664024,Pass,268,67
AAA,2013J,2666246,Pass,268,67
AAA,2013J,2669816,Fail,268,67
AAA,2013J,2671132,Pass,268,67
AAA,2013J,2676809,Fail,268,67
AAA,2013J,2678643,Pass,268,67
AAA,2013J,2685865,Pass,268,67
AAA,2013J,2688067,Pass,268,67
AAA,2013J,2689958,Distinction,268,67
AAA,2013J,2691206,Distinction,268,67
AAA,2013J,2691244,Pass,268,67
AAA,2013J,2694424,Pass,268,67
AAA,2013J,2698257,Pass,268,67
AAA,2014J,6516,Pass,269,67
AAA,2014J,24734,Pass,269,67
AAA,2014J,26192,Distinction,269,67
AAA,2014J,28061,Pass,269,67
AAA,2014J,31600,Pass,269,67
AAA,2014J,46844,Pass,269,67
AAA,2014J,52765,Pass,269,67
AAA,2014J,55104,Pass,269,67
AAA,2014J,58071,Pass,269,67
AAA,2014J,58316,Pass,269,67
AAA,2014J,62487,Pass,269,67
AAA,2014J,63165,Pass,269,67
AAA,2014J,65002,Fail,269,67
AAA,2014J,70011,Pass,269,67
AAA,2014J,75255,Pass,269,67
AAA,2014J,79403,Withdrawn,269,67
AAA,2014J,85092,Pass,269,67
AAA,2014J,85144,Pass,269,67
AAA,2014J,85302,Pass,269,67
AAA,2014J,87431,Withdrawn,269,67
AAA,2014J,94961,Pass,269,67
AAA,2014J,95755,Withdrawn,269,67
AAA,2014J,101116,Pass,269,67
AAA,2014J,107489,Pass,269,67
AAA,2014J,108872,Pass,269,67
AAA,2014J,109155,Pass,269,67
AAA,2014J,111512,Fail,269,67
AAA,2014J,117818,Pass,269,67
AAA,2014J,119902,Withdrawn,269,67
AAA,2014J,121349,Pass,269,67
AAA,2014J,124064,Distinction,269,67
AAA,2014J,125018,Pass,269,67
AAA,2014J,129955,Withdrawn,269,67
AAA,2014J,130034,Pass,269,67
AAA,2014J,130547,Pass,269,67
AAA,2014J,130636,Pass,269,67
AAA,2014J,131390,Pass,269,67
AAA,2014J,133816,Pass,269,67
AAA,2014J,133922,Pass,269,67
AAA,2014J,135335,Withdrawn,269,67
AAA,2014J,135400,Pass,269,67
AAA,2014J,135471,Distinction,269,67
AAA,2014J,139033,Fail,269,67
AAA,2014J,141377,Pass,269,67
AAA,2014J,141506,Fail,269,67
AAA,2014J,146503,Pass,269,67
AAA,2014J,147756,Pass,269,67
AAA,2014J,148993,Pass,269,67
AAA,2014J,149741,Pass,269,67
AAA,2014J,149962,Pass,269,67
AAA,2014J,151587,Withdrawn,269,67
AAA,2014J,152668,Withdrawn,269,67
AAA,2014J,155984,Pass,269,67
AAA,2014J,158707,Withdrawn,269,67
AAA,2014J,159954,Withdrawn,269,67
AAA,2014J,164944,Pass,269,67
AAA,2014J,165226,Fail,269,67
AAA,2014J,167961,Pass,269,67
AAA,2014J,174024,Pass,269,67
AAA,2014J,174094,Pass,269,67
AAA,2014J,174745,Pass,269,67
AAA,2014J,175447,Pass,269,67
AAA,2014J,175772,Withdrawn,269,67
AAA,2014J,183057,Pass,269,67
AAA,2014J,185350,Fail,269,67
AAA,2014J,188278,Pass,269,67
AAA,2014J,199636,Pass,269,67
AAA,2014J,199897,Pass,269,67
AAA,2014J,200804,Pass,269,67
AAA,2014J,205494,Pass,269,67
AAA,2014J,228021,Distinction,269,67
AAA,2014J,228383,Pass,269,67
AAA,2014J,232307,Pass,269,67
AAA,2014J,235068,Pass,269,67
AAA,2014J,235507,Pass,269,67
AAA,2014J,236875,Pass,269,67
AAA,2014J,237274,Pass,269,67
AAA,2014J,243510,Fail,269,67
AAA,2014J,244246,Pass,269,67
AAA,2014J,248581,Distinction,269,67
AAA,2014J,252073,Pass,269,67
AAA,2014J,254625,Distinction,269,67
AAA,2014J,258587,Distinction,269,67
AAA,2014J,260355,Withdrawn,269,67
AAA,2014J,260623,Pass,269,67
AAA,2014J,263251,Pass,269,67
AAA,2014J,263543,Pass,269,67
AAA,2014J,263952,Distinction,269,67
AAA,2014J,266524,Pass,269,67
AAA,2014J,268733,Fail,269,67
AAA,2014J,273346,Pass,269,67
AAA,2014J,274947,Withdrawn,269,67
AAA,2014J,275674,Withdrawn,269,67
AAA,2014J,275792,Pass,269,67
AAA,2014J,277123,Fail,269,67
AAA,2014J,277880,Withdrawn,269,67
AAA,2014J,281077,Pass,269,67
AAA,2014J,281636,Pass,269,67
AAA,2014J,285315,Pass,269,67
AAA,2014J,287040,Pass,269,67
AAA,2014J,287204,Pass,269,67
AAA,2014J,287210,Pass,269,67
AAA,2014J,288994,Fail,269,67
AAA,2014J,289449,Pass,269,67
AAA,2014J,290164,Pass,269,67
AAA,2014J,292525,Pass,269,67
AAA,2014J,292775,Pass,269,67
AAA,2014J,293824,Pass,269,67
AAA,2014J,294496,Pass,269,67
AAA,2014J,294655,Fail,269,67
AAA,2014J,295060,Fail,269,67
AAA,2014J,295075,Pass,269,67
AAA,2014J,296424,Pass,269,67
AAA,2014J,298034,Fail,269,67
AAA,2014J,298838,Pass,269,67
AAA,2014J,301967,Pass,269,67
AAA,2014J,302476,Distinction,269,67
AAA,2014J,303521,Pass,269,67
AAA,2014J,303985,Pass,269,67
AAA,2014J,304465,Pass,269,67
AAA,2014J,306646,Pass,269,67
AAA,2014J,309142,Pass,269,67
AAA,2014J,310412,Pass,269,67
AAA,2014J,311235,Pass,269,67
AAA,2014J,311659,Fail,269,67
AAA,2014J,313937,Pass,269,67
AAA,2014J,315076,Pass,269,67
AAA,2014J,315744,Distinction,269,67
AAA,2014J,323370,Pass,269,67
AAA,2014J,323805,Withdrawn,269,67
AAA,2014J,328024,Pass,269,67
AAA,2014J,328734,Withdrawn,269,67
AAA,2014J,329659,Fail,269,67
AAA,2014J,330594,Pass,269,67
AAA,2014J,331358,Distinction,269,67
AAA,2014J,332884,Pass,269,67
AAA,2014J,334441,Fail,269,67
AAA,2014J,335247,Pass,269,67
AAA,2014J,335764,Pass,269,67
AAA,2014J,337748,Withdrawn,269,67
AAA,2014J,338407,Pass,269,67
AAA,2014J,341876,Withdrawn,269,67
AAA,2014J,342007,Pass,269,67
AAA,2014J,345440,Pass,269,67
AAA,2014J,345519,Pass,269,67
AAA,2014J,346118,Pass,269,67
AAA,2014J,348275,Withdrawn,269,67
AAA,2014J,348807,Pass,269,67
AAA,2014J,350156,Pass,269,67
AAA,2014J,350939,Pass,269,67
AAA,2014J,351336,Pass,269,67
AAA,2014J,353665,Pass,269,67
AAA,2014J,354170,Fail,269,67
AAA,2014J,356170,Pass,269,67
AAA,2014J,358182,Pass,269,67
AAA,2014J,364957,Pass,269,67
AAA,2014J,369834,Withdrawn,269,67
AAA,2014J,371710,Pass,269,67
AAA,2014J,373872,Pass,269,67
AAA,2014J,375260,Pass,269,67
AAA,2014J,375646,Pass,269,67
AAA,2014J,377546,Distinction,269,67
AAA,2014J,381642,Withdrawn,269,67
AAA,2014J,382095,Pass,269,67
AAA,2014J,383180,Withdrawn,269,67
AAA,2014J,383600,Pass,269,67
AAA,2014J,383723,Pass,269,67
AAA,2014J,384203,Pass,269,67
AAA,2014J,384725,Pass,269,67
AAA,2014J,387533,Fail,269,67
AAA,2014J,387954,Withdrawn,269,67
AAA,2014J,388147,Fail,269,67
AAA,2014J,390890,Pass,269,67
AAA,2014J,391249,Distinction,269,67
AAA,2014J,396599,Fail,269,67
AAA,2014J,396655,Fail,269,67
AAA,2014J,398171,Pass,269,67
AAA,2014J,398349,Pass,269,67
AAA,2014J,400147,Pass,269,67
AAA,2014J,400682,Pass,269,67
AAA,2014J,401404,Pass,269,67
AAA,2014J,402204,Pass,269,67
AAA,2014J,402727,Pass,269,67
AAA,2014J,402961,Pass,269,67
AAA,2014J,404356,Pass,269,67
AAA,2014J,406671,Pass,269,67
AAA,2014J,406682,Distinction,269,67
AAA,2014J,409100,Pass,269,67
AAA,2014J,409703,Pass,269,67
AAA,2014J,410092,Pass,269,67
AAA,2014J,411971,Pass,269,67
AAA,2014J,415969,Fail,269,67
AAA,2014J,418731,Fail,269,67
AAA,2014J,421455,Pass,269,67
AAA,2014J,424577,Pass,269,67
AAA,2014J,429858,Distinction,269,67
AAA,2014J,431025,Fail,269,67
AAA,2014J,439305,Pass,269,67
AAA,2014J,440319,Withdrawn,269,67
AAA,2014J,442064,Pass,269,67
AAA,2014J,442132,Pass,269,67
AAA,2014J,446108,Pass,269,67
AAA,2014J,447481,Pass,269,67
AAA,2014J,468120,Fail,269,67
AAA,2014J,468694,Withdrawn,269,67
AAA,2014J,470588,Withdrawn,269,67
AAA,2014J,470982,Pass,269,67
AAA,2014J,476603,Distinction,269,67
AAA,2014J,481022,Fail,269,67
AAA,2014J,483800,Pass,269,67
AAA,2014J,484897,Pass,269,67
AAA,2014J,485962,Pass,269,67
AAA,2014J,488382,Withdrawn,269,67
AAA,2014J,488990,Pass,269,67
AAA,2014J,500113,Pass,269,67
AAA,2014J,503889,Pass,269,67
AAA,2014J,514526,Withdrawn,269,67
AAA,2014J,518808,Pass,269,67
AAA,2014J,522482,Withdrawn,269,67
AAA,2014J,527100,Distinction,269,67
AAA,2014J,527801,Fail,269,67
AAA,2014J,533068,Pass,269,67
AAA,2014J,537081,Fail,269,67
AAA,2014J,544253,Pass,269,67
AAA,2014J,548120,Pass,269,67
AAA,2014J,561467,Withdrawn,269,67
AAA,2014J,567922,Withdrawn,269,67
AAA,2014J,569505,Distinction,269,67
AAA,2014J,570317,Pass,269,67
AAA,2014J,574505,Pass,269,67
AAA,2014J,588477,Pass,269,67
AAA,2014J,593846,Withdrawn,269,67
AAA,2014J,593987,Fail,269,67
AAA,2014J,596288,Pass,269,67
AAA,2014J,598070,Withdrawn,269,67
AAA,2014J,603834,Pass,269,67
AAA,2014J,603861,Withdrawn,269,67
AAA,2014J,608440,Withdrawn,269,67
AAA,2014J,623710,Withdrawn,269,67
AAA,2014J,623840,Pass,269,67
AAA,2014J,626240,Pass,269,67
AAA,2014J,628088,Withdrawn,269,67
AAA,2014J,628312,Withdrawn,269,67
AAA,2014J,630142,Withdrawn,269,67
AAA,2014J,637665,Pass,269,67
AAA,2014J,639053,Pass,269,67
AAA,2014J,642878,Withdrawn,269,67
AAA,2014J,648130,Withdrawn,269,67
AAA,2014J,676546,Withdrawn,269,67
AAA,2014J,677186,Pass,269,67
AAA,2014J,677281,Fail,269,67
AAA,2014J,684180,Pass,269,67
AAA,2014J,687698,Pass,269,67
AAA,2014J,696073,Pass,269,67
AAA,2014J,696578,Withdrawn,269,67
AAA,2014J,721259,Withdrawn,269,67
AAA,2014J,852847,Fail,269,67
AAA,2014J,998493,Pass,269,67
AAA,2014J,1045203,Pass,269,67
AAA,2014J,1112555,Pass,269,67
AAA,2014J,1183831,Withdrawn,269,67
AAA,2014J,1268696,Pass,269,67
AAA,2014J,1336190,Pass,269,67
AAA,2014J,1352868,Pass,269,67
AAA,2014J,1398979,Withdrawn,269,67
AAA,2014J,1456619,Withdrawn,269,67
AAA,2014J,1469279,Withdrawn,269,67
AAA,2014J,1471214,Pass,269,67
AAA,2014J,1472925,Pass,269,67
AAA,2014J,1484804,Pass,269,67
AAA,2014J,1511033,Pass,269,67
AAA,2014J,1576513,Distinction,269,67
AAA,2014J,1609002,Pass,269,67
AAA,2014J,1629771,Distinction,269,67
AAA,2014J,1676594,Withdrawn,269,67
AAA,2014J,1686551,Withdrawn,269,67
AAA,2014J,1689639,Withdrawn,269,67
AAA,2014J,1715896,Pass,269,67
AAA,2014J,1721270,Pass,269,67
AAA,2014J,1757766,Pass,269,67
AAA,2014J,1773377,Pass,269,67
AAA,2014J,1799111,Pass,269,67
AAA,2014J,1818673,Fail,269,67
AAA,2014J,1839386,Withdrawn,269,67
AAA,2014J,1926668,Pass,269,67
AAA,2014J,1947156,Pass,269,67
AAA,2014J,1967783,Pass,269,67
AAA,2014J,1970390,Pass,269,67
AAA,2014J,1975209,Pass,269,67
AAA,2014J,2010232,Pass,269,67
AAA,2014J,2045084,Fail,269,67
AAA,2014J,2057803,Pass,269,67
AAA,2014J,2073016,Fail,269,67
AAA,2014J,2085209,Pass,269,67
AAA,2014J,2086400,Pass,269,67
AAA,2014J,2139353,Pass,269,67
AAA,2014J,2148681,Pass,269,67
AAA,2014J,2158048,Withdrawn,269,67
AAA,2014J,2158196,Withdrawn,269,67
AAA,2014J,2165164,Pass,269,67
AAA,2014J,2168833,Withdrawn,269,67
AAA,2014J,2207874,Fail,269,67
AAA,2014J,2240349,Pass,269,67
AAA,2014J,2244332,Distinction,269,67
AAA,2014J,2273119,Withdrawn,269,67
AAA,2014J,2277857,Pass,269,67
AAA,2014J,2297896,Pass,269,67
AAA,2014J,2313257,Withdrawn,269,67
AAA,2014J,2318055,Pass,269,67
AAA,2014J,2330254,Pass,269,67
AAA,2014J,2355470,Pass,269,67
AAA,2014J,2358969,Pass,269,67
AAA,2014J,2363863,Distinction,269,67
AAA,2014J,2365101,Withdrawn,269,67
AAA,2014J,2369415,Pass,269,67
AAA,2014J,2375975,Pass,269,67
AAA,2014J,2397661,Pass,269,67
AAA,2014J,2398313,Pass,269,67
